,0,1
1576,Max.,"{'entities': [(0, 3, 'MISC')]}"
1577,Und worin löſt ſich für Dich das Räthſel der Frau?,"{'entities': [(24, 28, 'LOC')]}"
1578,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
1579,In der Stimmung.,{'entities': []}
1580,Max.,"{'entities': [(0, 3, 'MISC')]}"
1581,Ah—,"{'entities': [(0, 3, 'PER')]}"
1582,"Du brauchſt das Halbdunkel, Deine grünrothe Ampel…",{'entities': []}
1583,Dein Clavierſpiel.,{'entities': []}
1584,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
1585,"Ja, das iſt’s.",{'entities': []}
1586,"Und das macht mir das Leben ſo vielfältig und wandlungsreich, daß mir eine Farbe die ganze Welt verändert.",{'entities': []}
1587,"Was wäre für Dich, für tauſend Andere dieſes Mädchen geweſen mit den funkelnden Haaren;","{'entities': [(13, 17, 'LOC')]}"
1588,"was für Euch dieſe Ampel, über die Du ſpotteſt!","{'entities': [(35, 47, 'MISC')]}"
1589,Eine Circusreiterin und ein roth-grünes Glas mit einem Licht dahinter!,{'entities': []}
1590,Dann iſt freilich der Zauber weg;,{'entities': []}
1591,"dann kann man wohl leben, aber man wird nimmer was erleben.",{'entities': []}
1592,"Ihr tappt hinein in irgend ein Abenteuer, brutal, mit offenen Augen, aber mit verſchloſſenem Sinn, und es bleibt farblos für Euch!","{'entities': [(125, 130, 'ORG')]}"
1593,"Aus meiner Seele aber, ja, aus mir heraus blitzen tauſend Lichter und Farben d’rüber hin, und ich kann empfinden, wo Ihr nur— genießt!",{'entities': []}
1594,Max.,"{'entities': [(0, 3, 'MISC')]}"
1595,"Ein wahrer Zauberborn, Deine „Stimmung“, Alle, die Du liebſt, tauchen darin unter und bringen Dir nun einen ſonderbaren Duft von Abenteuern und Seltſamkeit mit, an dem Du Dich berauſcheſt.","{'entities': [(168, 175, 'MISC')]}"
1596,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
1597,"Nimm es ſo, wenn Du willſt.","{'entities': [(0, 4, 'PER')]}"
1598,Max.,"{'entities': [(0, 3, 'MISC')]}"
1599,"Was nun aber Deine Circusreiterin anbelangt, ſo wirſt Du mir ſchwerlich erklären können, daß ſie unter der grün-rothen Ampel daſſelbe empfinden mußte, wie Du. Anatol.","{'entities': [(13, 33, 'PER'), (107, 118, 'MISC'), (155, 165, 'MISC')]}"
1600,"Aber ich mußte empfinden, was ſie in meinen Armen fühlte!",{'entities': []}
1601,Max.,"{'entities': [(0, 3, 'MISC')]}"
1602,"Nun, ich habe ſie ja auch gekannt, Deine Bianca, und beſſer als Du. Anatol.","{'entities': [(35, 47, 'PER'), (68, 74, 'PER')]}"
1603,Beſſer?,"{'entities': [(0, 6, 'MISC')]}"
1604,Max. Beſſer;,"{'entities': [(0, 3, 'MISC'), (5, 11, 'PER')]}"
1605,weil wir einander nicht liebten.,{'entities': []}
1606,"Für mich iſt ſie nicht die Märchengeſtalt; für mich iſt ſie eine von den tauſend Gefallenen, denen die Phantaſie eines Träumers neue Jungfräulichkeit borgt.","{'entities': [(119, 127, 'LOC')]}"
1607,"Für mich iſt ſie nichts Beſſeres, als hundert Andere, die durch Reifen ſpringen oder kurzgeſchürzt in der letzten Quadrille ſtehen.","{'entities': [(24, 32, 'PER')]}"
1608,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
1609,So… ſo… Max.,"{'entities': [(6, 11, 'ORG')]}"
1610,Und ſie war nichts Anderes.,"{'entities': [(19, 26, 'LOC')]}"
1611,"Nicht ich habe etwas überſehen, was an ihr war; ſondern Du ſahſt, was nicht an ihr war.","{'entities': [(56, 64, 'MISC')]}"
1612,"Aus dem reichen und ſchönen Leben Deiner Seele haſt Du Deine phantaſtiſche Jugend und Gluth in ihr nichtiges Herz hineinempfunden, und was Dir entgegenglänzte, war Licht von Deinem Lichte.","{'entities': [(34, 46, 'PER'), (52, 81, 'PER'), (139, 142, 'PER')]}"
1613,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
1614,Nein,{'entities': []}
1615,.,{'entities': []}
1616,Auch das iſt mir ja zuweilen geſchehen.,{'entities': []}
1617,Aber damals nicht.,{'entities': []}
1618,"Ich will ſie ja nicht beſſer machen, als ſie war.",{'entities': []}
1619,"Ich war weder der Erſte, noch der Letzte…","{'entities': [(18, 23, 'PER')]}"
1620,ich war— Max.,"{'entities': [(9, 12, 'PER')]}"
1621,"Nun, was warſt Du?… Einer von Vielen.","{'entities': [(30, 36, 'LOC')]}"
1622,"Daſſelbe war ſie in Deinen Armen, wie in denen der Anderen.","{'entities': [(0, 8, 'PER'), (20, 26, 'LOC')]}"
1623,Das Weib in ſeinem höchſten Augenblick! Anatol.,"{'entities': [(40, 46, 'MISC')]}"
1624,Warum hab’,{'entities': []}
1625,ich Dich eingeweiht?,"{'entities': [(4, 8, 'LOC')]}"
1626,Du haſt mich nicht verſtanden.,{'entities': []}
1627,Max,"{'entities': [(0, 3, 'PER')]}"
1628,. O nein,"{'entities': [(2, 3, 'MISC')]}"
1629,—,{'entities': []}
1630,Du haſt mich mißverſtanden.,"{'entities': [(0, 26, 'MISC')]}"
1631,"Ich wollte nur ſagen, Du magſt den ſüßeſten Zauber empfunden haben, während es ihr daſſelbe bedeutete, wie viele Male zuvor.",{'entities': []}
1632,Hatte denn für ſie die Welt tauſend Farben?,{'entities': []}
1633,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
1634,Du kannteſt ſie ſehr gut?,"{'entities': [(0, 15, 'MISC')]}"
1635,Max.,"{'entities': [(0, 3, 'MISC')]}"
1636,"Ja; wir begegneten uns häufig in der luſtigen Geſellſchaft, in welche Du einmal mit mir kamſt.",{'entities': []}
1637,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
1638,Das war Alles?,"{'entities': [(8, 13, 'PER')]}"
1639,Max.,"{'entities': [(0, 3, 'MISC')]}"
1640,Alles.,"{'entities': [(0, 5, 'PER')]}"
1641,Aber wir waren gute Freunde.,{'entities': []}
1642,Sie hatte Witz;,"{'entities': [(10, 14, 'LOC')]}"
1643,wir plauderten gern mit einander.,{'entities': []}
1644,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
1645,Das war Alles?,"{'entities': [(8, 13, 'PER')]}"
1646,Max.,"{'entities': [(0, 3, 'MISC')]}"
1647,Alles… Anatol…,{'entities': []}
1648,Und dennoch… ſie hat mich geliebt Max.,"{'entities': [(11, 12, 'PER')]}"
1649,Wollen wir nicht weiter leſen… (ein Päckchen in die Hand nehmend:),"{'entities': [(29, 30, 'MISC')]}"
1650,"„Wüßt’ ich doch, was Dein Lächeln bedeutet, Du grünäugige…“ Anatol… Weißt Du übrigens, daß die ganze Geſellſchaft wieder hier eingetroffen iſt?","{'entities': [(21, 33, 'PER'), (57, 76, 'MISC')]}"
1651,Max.,"{'entities': [(0, 3, 'MISC')]}"
1652,Gewiß.,"{'entities': [(0, 5, 'PER')]}"
1653,Sie auch.,{'entities': []}
1654,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
1655,Jedenfalls.,"{'entities': [(0, 10, 'PER')]}"
1656,Max.,"{'entities': [(0, 3, 'MISC')]}"
1657,Ganz beſtimmt.,{'entities': []}
1658,Und ich werde ſie ſogar heute Abend wiederſehen.,"{'entities': [(30, 35, 'LOC')]}"
1659,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
1660,Wie,{'entities': []}
1661,?,{'entities': []}
1662,"Du? Weißt Du, wo ſie wohnt?","{'entities': [(0, 3, 'MISC')]}"
1663,Max.,"{'entities': [(0, 3, 'MISC')]}"
1664,Nein.,"{'entities': [(0, 4, 'PER')]}"
1665,Sie hat mir geſchrieben;,{'entities': []}
1666,ſie kommt zu mir.,{'entities': []}
1667,Anatol (vom Seſſel auffahrend).,"{'entities': [(0, 6, 'MISC')]}"
1668,Wie,{'entities': []}
1669,?,{'entities': []}
1670,Und das ſagſt Du mir erſt jetzt?,"{'entities': [(14, 25, 'MISC')]}"
1671,Max.,"{'entities': [(0, 3, 'MISC')]}"
1672,Was geht es Dich an?,"{'entities': [(12, 16, 'PER')]}"
1673,Du willſt ja— „frei und allein“ ſein!,{'entities': []}
1674,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
1675,Ach was!,"{'entities': [(0, 3, 'PER')]}"
1676,Max,"{'entities': [(0, 3, 'PER')]}"
1677,". Und dann iſt nichts trauriger, als ein aufgewärmter Zauber.",{'entities': []}
1678,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
1679,Du meinſt—?,"{'entities': [(0, 10, 'MISC')]}"
1680,Max.,"{'entities': [(0, 3, 'MISC')]}"
1681,"Ich meine, daß Du Dich in Acht nehmen ſollſt, ſie wieder zu ſehen.","{'entities': [(0, 22, 'MISC')]}"
1682,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
1683,Weil ſie mir von Neuem gefährlich werden könnte?,"{'entities': [(17, 22, 'LOC')]}"
1684,Max.,"{'entities': [(0, 3, 'MISC')]}"
1685,Nein;— weil es damals zu ſchön war.,"{'entities': [(0, 6, 'PER')]}"
1686,Geh’ nach Hauſe mit Deiner ſüßen Erinnerung.,"{'entities': [(0, 4, 'LOC'), (10, 15, 'PER'), (20, 26, 'PER')]}"
1687,Man ſoll nichts wiedererleben wollen.,{'entities': []}
1688,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
1689,"Du kannſt nicht im Ernſt glauben, daß ich auf ein Wiederſehen verzichten ſoll, das mir ſo leicht gemacht wird.","{'entities': [(0, 9, 'PER'), (19, 24, 'LOC')]}"
1690,Max.,"{'entities': [(0, 3, 'MISC')]}"
1691,Sie iſt klüger als Du.,{'entities': []}
1692,Sie hat Dir nicht geſchrieben…,"{'entities': [(8, 11, 'PER'), (29, 30, 'PER')]}"
1693,"Vielleicht übrigens nur, weil ſie Dich vergeſſen hat.","{'entities': [(34, 38, 'PER')]}"
1694,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
1695,Unſinn.,"{'entities': [(0, 6, 'LOC')]}"
1696,Max.,"{'entities': [(0, 3, 'MISC')]}"
1697,Du hältſt es für unmöglich?,{'entities': []}
1698,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
1699,Ich lache darüber.,{'entities': []}
1700,Max.,"{'entities': [(0, 3, 'MISC')]}"
1701,"Nicht bei Allen trinkt die Erinnerung von dem Lebenselixir Stimmung, das der Deinen ihre ewige Friſche verleiht.","{'entities': [(46, 58, 'PER'), (77, 83, 'LOC')]}"
1702,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
1703,Oh— jene Stunde damals!,"{'entities': [(0, 3, 'PER')]}"
1704,Max.,"{'entities': [(0, 3, 'MISC')]}"
1705,Nun?,{'entities': []}
1706,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
1707,Es war eine von den unſterblichen Stunden.,"{'entities': [(20, 33, 'MISC')]}"
1708,Max.,"{'entities': [(0, 3, 'MISC')]}"
1709,Ich höre Schritte im Vorzimmer.,"{'entities': [(0, 30, 'MISC')]}"
1710,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
1711,Sie iſt es am Ende.,{'entities': []}
1712,Max.,"{'entities': [(0, 3, 'MISC')]}"
1713,"Gehe, entferne Dich durch mein Schlafzimmer.","{'entities': [(0, 4, 'LOC'), (15, 19, 'LOC')]}"
1714,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
1715,Daß ich ein Narr wäre.,"{'entities': [(12, 16, 'MISC')]}"
1716,Max,"{'entities': [(0, 3, 'PER')]}"
1717,. Geh’,"{'entities': [(2, 6, 'LOC')]}"
1718,— was willſt Du Dir den Zauber zerſtören laſſen.,"{'entities': [(13, 30, 'MISC')]}"
1719,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
1720,Ich bleibe.,{'entities': []}
1721,(Es klopft.),{'entities': []}
1722,Max.,"{'entities': [(0, 3, 'MISC')]}"
1723,Geh’!,"{'entities': [(0, 5, 'ORG')]}"
1724,Gehe raſch!,"{'entities': [(0, 4, 'LOC')]}"
1725,Anatol (ſchüttelt den Kopf).,"{'entities': [(0, 6, 'MISC')]}"
1726,Max.,"{'entities': [(0, 3, 'MISC')]}"
1727,"So ſtelle Dich hierher, daß ſie Dich wenigſtens nicht gleich ſieht— hieher…","{'entities': [(10, 14, 'LOC'), (32, 36, 'PER')]}"
1728,"(Er ſchiebt ihn zum Camin hin, ſo daß er theilweiſe durch den Schirm gedeckt iſt.)","{'entities': [(41, 51, 'MISC'), (62, 68, 'MISC')]}"
1729,Anatol (ſich an den Caminſims lehnend).,"{'entities': [(0, 6, 'MISC'), (20, 29, 'LOC')]}"
1730,Meinetwegen.,"{'entities': [(0, 11, 'LOC')]}"
1731,(Es klopft.),{'entities': []}
1732,Max.,"{'entities': [(0, 3, 'MISC')]}"
1733,Herein!,"{'entities': [(0, 7, 'ORG')]}"
1734,"Bianca (eintretend, lebhaft).","{'entities': [(0, 6, 'PER')]}"
1735,"Guten Abend, lieber Freund;","{'entities': [(0, 11, 'PER')]}"
1736,da bin ich wieder.,{'entities': []}
1737,Max (ihr die Hände entgegenſtreckend).,"{'entities': [(0, 3, 'MISC')]}"
1738,"Guten Abend, liebe Bianca, das iſt ſchön von Ihnen, wirklich ſchön!","{'entities': [(0, 11, 'PER'), (19, 25, 'PER')]}"
1739,Bianca,"{'entities': [(0, 6, 'PER')]}"
1740,.,{'entities': []}
1741,Meinen Brief haben Sie doch erhalten?,{'entities': []}
1742,Sie ſind der Allererſte— der Einzige überhaupt.,"{'entities': [(13, 36, 'MISC')]}"
1743,Max.,"{'entities': [(0, 3, 'MISC')]}"
1744,"Und Sie können ſich denken, wie ſtolz ich bin.",{'entities': []}
1745,Bianca.,"{'entities': [(0, 6, 'PER')]}"
1746,Und was machen die Anderen?,{'entities': []}
1747,Unſere Sacher- Geſellſchaft?,{'entities': []}
1748,Exiſtirt ſie noch?,"{'entities': [(0, 8, 'LOC')]}"
1749,Werden wir wieder jeden Abend nach der Vorſtellung beiſammen ſein?,"{'entities': [(39, 50, 'MISC')]}"
1750,Max (iſt ihr beim Ablegen behilflich).,"{'entities': [(0, 3, 'MISC')]}"
1751,"Es gab aber Abende, wo Sie nicht zu finden waren.",{'entities': []}
1752,Bianca.,"{'entities': [(0, 6, 'PER')]}"
1753,Nach der Vorſtellung?,"{'entities': [(9, 20, 'MISC')]}"
1754,Max.,"{'entities': [(0, 3, 'MISC')]}"
1755,"Ja, wo Sie gleich nach der Vorſtellung verſchwanden.","{'entities': [(27, 38, 'MISC')]}"
1756,Bianca (lächelnd).,"{'entities': [(0, 6, 'PER')]}"
1757,"Ach ja… natürlich… Wie ſchön das iſt, wenn Einem das ſo geſagt wird— ohne die geringſte Eiferſucht!","{'entities': [(0, 7, 'MISC'), (17, 18, 'PER')]}"
1758,Man muß auch ſolche Freunde haben wie Sie… Max.,"{'entities': [(13, 19, 'MISC'), (41, 46, 'ORG')]}"
1759,"Ja, ja, das muß man.",{'entities': []}
1760,Bianca.,"{'entities': [(0, 6, 'PER')]}"
1761,"Die Einen lieben, ohne Einen zu quälen!",{'entities': []}
1762,Max.,"{'entities': [(0, 3, 'MISC')]}"
1763,Das ward Ihnen ſelten!,{'entities': []}
1764,Bianca (den Schatten Anatol’s gewahrend).,"{'entities': [(0, 6, 'PER'), (21, 40, 'MISC')]}"
1765,Sie ſind ja nicht allein.,{'entities': []}
1766,"Anatol (tritt hervor, verbeugt ſich).","{'entities': [(0, 6, 'MISC')]}"
1767,Max.,"{'entities': [(0, 3, 'MISC')]}"
1768,Ein alter Bekannter.,{'entities': []}
1769,Bianca (das Lorgnon zum Auge führend).,"{'entities': [(0, 6, 'PER')]}"
1770,Ah… Anatol (näher tretend).,"{'entities': [(2, 10, 'MISC')]}"
1771,Fräulein… Max.,"{'entities': [(8, 13, 'ORG')]}"
1772,"Was ſagen Sie zu der Ueberraſchung, Bibi?","{'entities': [(21, 34, 'MISC'), (36, 40, 'LOC')]}"
1773,"Bianca (etwas verlegen, ſucht augenſcheinlich in ihren Erinnerungen).","{'entities': [(0, 6, 'PER')]}"
1774,"Ah, wahrhaftig, wir kennen uns ja… Anatol.","{'entities': [(35, 41, 'LOC')]}"
1775,Gewiß— Bianca.,"{'entities': [(0, 13, 'PER')]}"
1776,Bianca.,"{'entities': [(0, 6, 'PER')]}"
1777,Natürlich— wir kennen uns ſehr gut… Anatol (erregt mit beiden Händen ihre Rechte faſſend).,"{'entities': [(0, 10, 'PER'), (34, 42, 'MISC')]}"
1778,Bianca…,"{'entities': [(0, 7, 'PER')]}"
1779,Bianca.,"{'entities': [(0, 6, 'PER')]}"
1780,"Wo war es nur, daß wir uns trafen… wo nur… ach ja!","{'entities': [(33, 34, 'PER'), (41, 42, 'PER')]}"
1781,Max,"{'entities': [(0, 3, 'PER')]}"
1782,. Erinnern,{'entities': []}
1783,Sie ſich…,"{'entities': [(8, 9, 'MISC')]}"
1784,Bianca,"{'entities': [(0, 6, 'PER')]}"
1785,Freilich…,{'entities': []}
1786,Nicht wahr… es war in St. Petersburg…? Anatol (raſch ihre Hand fahren laſſend).,"{'entities': [(10, 11, 'PER'), (22, 36, 'LOC'), (36, 37, 'PER'), (39, 45, 'PER')]}"
1787,"Es war… nicht in Petersburg, mein Fräulein… (Wendet ſich zum Gehen).","{'entities': [(6, 7, 'PER'), (17, 27, 'LOC'), (42, 43, 'MISC')]}"
1788,Bianca (ängſtlich zu Max).,"{'entities': [(0, 6, 'LOC'), (21, 24, 'PER')]}"
1789,Was hat er denn?,{'entities': []}
1790,… Hab’ ich ihn beleidigt?,"{'entities': [(2, 6, 'ORG')]}"
1791,Max.,"{'entities': [(0, 3, 'MISC')]}"
1792,Da ſchleicht er davon… (Anatol iſt durch die Thür im Hintergrunde verſchwunden.),"{'entities': [(21, 22, 'MISC'), (24, 30, 'MISC'), (45, 49, 'LOC')]}"
1793,Bianca.,"{'entities': [(0, 6, 'PER')]}"
1794,"Ja, was bedeutet denn das?",{'entities': []}
1795,Max.,"{'entities': [(0, 3, 'MISC')]}"
1796,"Ja, haben Sie ihn denn nicht erkannt?",{'entities': []}
1797,Bianca.,"{'entities': [(0, 6, 'PER')]}"
1798,"Erkannt… ja, ja.","{'entities': [(7, 11, 'MISC')]}"
1799,"Aber ich weiß nicht recht, wo und wann?",{'entities': []}
1800,Max,"{'entities': [(0, 3, 'PER')]}"
1801,". Aber, Bibi, es war Anatol!","{'entities': [(21, 28, 'ORG')]}"
1802,Bianca,"{'entities': [(0, 6, 'PER')]}"
1803,.,{'entities': []}
1804,Anatol—?,"{'entities': [(0, 7, 'LOC')]}"
1805,… Anatol…? Max.,"{'entities': [(2, 9, 'MISC'), (11, 14, 'PER')]}"
1806,Anatol,"{'entities': [(0, 6, 'MISC')]}"
1807,— Clavier— Ampel,"{'entities': [(2, 16, 'PER')]}"
1808,…,"{'entities': [(0, 1, 'MISC')]}"
1809,ſo eine rotgrüne… hier in der Stadt— vor drei Jahren… Bianca (ſich an die Stirn greifend).,"{'entities': [(16, 17, 'MISC'), (30, 36, 'MISC')]}"
1810,Wo hatte ich denn meine Augen?,{'entities': []}
1811,Anatol,"{'entities': [(0, 6, 'MISC')]}"
1812,!,{'entities': []}
1813,(Zur Thür hin.),"{'entities': [(5, 9, 'LOC')]}"
1814,Ich muß ihn zurückrufen… (Die Thür öffnend).,"{'entities': [(23, 24, 'MISC'), (26, 34, 'MISC')]}"
1815,Anatol,"{'entities': [(0, 6, 'MISC')]}"
1816,!,{'entities': []}
1817,"(Hinauslaufend, hinter der Scene, im Stiegenhaus.)","{'entities': [(27, 32, 'LOC')]}"
1818,Anatol!,"{'entities': [(0, 7, 'ORG')]}"
1819,Anatol!,"{'entities': [(0, 7, 'ORG')]}"
1820,"Max (ſteht lächelnd da, iſt ihr bis zur Thür nachgegangen).","{'entities': [(0, 3, 'MISC'), (40, 44, 'LOC')]}"
1821,Nun,{'entities': []}
1822,?,{'entities': []}
1823,Bianca (eintretend).,"{'entities': [(0, 6, 'PER')]}"
1824,Er muß ſchon auf der Straße ſein.,"{'entities': [(21, 27, 'LOC')]}"
1825,Erlauben Sie! (Raſch das Fenſter öffnend).,"{'entities': [(15, 20, 'PER')]}"
1826,Da unten geht er.,{'entities': []}
1827,Max (hinter ihr).,"{'entities': [(0, 3, 'PER')]}"
1828,"Ja, das iſt er.",{'entities': []}
1829,Bianca (ruft).,"{'entities': [(0, 6, 'PER')]}"
1830,Anatol!,"{'entities': [(0, 7, 'ORG')]}"
1831,Max.,"{'entities': [(0, 3, 'MISC')]}"
1832,Er hört Sie nicht mehr.,{'entities': []}
1833,Bianca (leicht auf den Boden ſtampfend).,"{'entities': [(0, 6, 'PER')]}"
1834,Wie ſchade… Sie müſſen mich bei ihm entſchuldigen.,"{'entities': [(10, 11, 'MISC')]}"
1835,"Ich habe ihn verletzt, den guten, lieben Menſchen.",{'entities': []}
1836,Max.,"{'entities': [(0, 3, 'MISC')]}"
1837,Alſo Sie erinnern ſich doch ſeiner?,"{'entities': [(0, 4, 'PER')]}"
1838,"Bianca Nun, gewiß.","{'entities': [(0, 6, 'PER')]}"
1839,Aber… er ſieht irgend Jemandem in Petersburg zum Verwechſeln ähnlich.,"{'entities': [(4, 5, 'MISC'), (34, 44, 'LOC')]}"
1840,Max (beruhigend).,"{'entities': [(0, 3, 'MISC')]}"
1841,Ich werde es ihm ſagen.,{'entities': []}
1842,Bianca.,"{'entities': [(0, 6, 'PER')]}"
1843,"Und dann: wenn man drei Jahre lang an Jemanden nicht denkt, und er ſteht plötzlich da— man kann ſich doch nicht an Alles erinnern.","{'entities': [(38, 46, 'MISC')]}"
1844,Max.,"{'entities': [(0, 3, 'MISC')]}"
1845,Ich werde das Fenſter ſchließen.,"{'entities': [(14, 21, 'ORG')]}"
1846,Eine kalte Luft kommt herein.,{'entities': []}
1847,(Schließt das Fenſter.),"{'entities': [(14, 21, 'LOC')]}"
1848,Bianca.,"{'entities': [(0, 6, 'PER')]}"
1849,"Ich werde ihn doch noch ſehen, während ich hier bin?",{'entities': []}
1850,Max.,"{'entities': [(0, 3, 'MISC')]}"
1851,Vielleicht.,{'entities': []}
1852,Aber etwas will ich Ihnen zeigen.,{'entities': []}
1853,(Nimmt das Couvert vom Schreibtiſch und hält es ihr hin.),"{'entities': [(23, 35, 'LOC')]}"
1854,Bianca.,"{'entities': [(0, 6, 'PER')]}"
1855,Was iſt das?,{'entities': []}
1856,Max.,"{'entities': [(0, 3, 'MISC')]}"
1857,"Das iſt die Blume, die Sie an jenem Abend—— an jenem Abend trugen.",{'entities': []}
1858,Bianca.,"{'entities': [(0, 6, 'PER')]}"
1859,Er hat ſie aufbewahrt?,{'entities': []}
1860,Max.,"{'entities': [(0, 3, 'MISC')]}"
1861,Wie Sie ſehen.,{'entities': []}
1862,Bianca.,"{'entities': [(0, 6, 'PER')]}"
1863,Er hat mich alſo geliebt?,{'entities': []}
1864,Max,"{'entities': [(0, 3, 'PER')]}"
1865,". Heiß, unermeßlich, ewig—— wie alle dieſe.","{'entities': [(2, 6, 'PER')]}"
1866,(Deutet auf die Päckchen),"{'entities': [(16, 24, 'LOC')]}"
1867,Bianca.,"{'entities': [(0, 6, 'PER')]}"
1868,Wie… alle dieſe!,"{'entities': [(3, 4, 'MISC')]}"
1869,… Was heißt das?,"{'entities': [(0, 5, 'MISC')]}"
1870,Sind das lauter Blumen?,{'entities': []}
1871,Max,"{'entities': [(0, 3, 'PER')]}"
1872,". Blumen, Briefe, Locken, Photographien.",{'entities': []}
1873,"Wir waren eben daran, ſie zu ordnen.",{'entities': []}
1874,Bianca (in gereiztem Tone).,"{'entities': [(0, 6, 'PER')]}"
1875,In verſchiedene Rubriken.,{'entities': []}
1876,Max.,"{'entities': [(0, 3, 'MISC')]}"
1877,"Ja, offenbar.",{'entities': []}
1878,Bianca.,"{'entities': [(0, 6, 'PER')]}"
1879,Und in welche komme ich?,{'entities': []}
1880,Max.,"{'entities': [(0, 3, 'MISC')]}"
1881,Ich glaube… in dieſe!,"{'entities': [(10, 11, 'PER')]}"
1882,(Wirft das Couvert in den Camin.),"{'entities': [(26, 31, 'LOC')]}"
1883,Bianca.,"{'entities': [(0, 6, 'PER')]}"
1884,Oh!,{'entities': []}
1885,Max (für ſich).,"{'entities': [(0, 3, 'MISC')]}"
1886,"Ich räche Dich, ſo gut ich kann, Freund Anatol… (Laut.)","{'entities': [(0, 14, 'MISC'), (40, 47, 'PER')]}"
1887,"So, und nun ſeien Sie nicht böſe…","{'entities': [(32, 33, 'MISC')]}"
1888,Setzen Sie ſich zu mir her und erzählen Sie mir etwas aus den letzten drei Jahren.,{'entities': []}
1889,Bianca.,"{'entities': [(0, 6, 'PER')]}"
1890,Jetzt bin ich gerade aufgelegt!,{'entities': []}
1891,Wenn man ſo empfangen wird!,{'entities': []}
1892,Max.,"{'entities': [(0, 3, 'MISC')]}"
1893,"Ich bin doch Ihr Freund… Kommen Sie, Bianca… Erzählen Sie mir was!","{'entities': [(0, 35, 'MISC'), (37, 44, 'PER')]}"
1894,Bianca (läßt ſich auf den Fauteuil neben dem Camin niederziehen).,"{'entities': [(0, 6, 'PER')]}"
